state;action_reward;n_state
15&4|50&4|595&3|717&4|409&4|118&4|237&5|1278&5|100&5|1040&3|405&3|107&5;116&3|471&5|281&5|591&4;15&4|50&4|595&3|717&4|409&4|118&4|237&5|1278&5|100&5|1040&3|405&3|107&5|116&3|471&5|281&5|591&4
747&4|25&4|201&4|432&4|549&4|204&5|448&4|131&4|699&4|129&5|200&5|705&4;465&2|141&4|73&4|670&4;747&4|25&4|201&4|432&4|549&4|204&5|448&4|131&4|699&4|129&5|200&5|705&4|465&2|141&4|73&4|670&4
242&5|116&5|109&4|127&5|249&3|455&4|150&4|275&4|14&5|50&5|936&5|286&3;557&4|221&4|24&5|257&4;242&5|116&5|109&4|127&5|249&3|455&4|150&4|275&4|14&5|50&5|936&5|286&3|557&4|221&4|24&5|257&4
307&4|871&3|237&4|322&5|823&4|746&5|919&1|326&4|685&4|678&4|1087&3|840&4;844&2|1008&1|620&3|979&4;307&4|871&3|237&4|322&5|823&4|746&5|919&1|326&4|685&4|678&4|1087&3|840&4|844&2|1008&1|620&3|979&4
542&2|278&1|449&4|168&4|928&4|409&4|1178&2|72&5|768&4|105&1|125&4|7&3;91&4|82&2|63&4|294&5;542&2|278&1|449&4|168&4|928&4|409&4|1178&2|72&5|768&4|105&1|125&4|7&3|91&4|82&2|63&4|294&5
380&3|1087&2|98&2|1206&3|179&4|631&2|431&4|111&2|474&4|410&1|89&5|409&2;272&4|293&3|797&2|257&3;380&3|1087&2|98&2|1206&3|179&4|631&2|431&4|111&2|474&4|410&1|89&5|409&2|272&4|293&3|797&2|257&3
720&3|62&2|810&3|403&5|550&1|231&5|233&4|300&4|2&3|27&1|56&5|82&5;825&3|761&4|373&2|182&2;720&3|62&2|810&3|403&5|550&1|231&5|233&4|300&4|2&3|27&1|56&5|82&5|825&3|761&4|373&2|182&2
194&3|228&3|431&2|182&5|17&2|273&2|173&1|181&4|92&3|746&4|172&5|174&5;86&4|175&1|657&4|7&3;194&3|228&3|431&2|182&5|17&2|273&2|173&1|181&4|92&3|746&4|172&5|174&5|86&4|175&1|657&4|7&3
202&5|173&5|294&4|151&4|208&5|676&3|588&4|70&4|56&5|168&5|820&4|732&4;49&4|238&5|659&5|204&4;202&5|173&5|294&4|151&4|208&5|676&3|588&4|70&4|56&5|168&5|820&4|732&4|49&4|238&5|659&5|204&4
313&5|288&2|1062&5|286&5|1024&5|294&2|127&5|333&5|245&3|307&3|690&5|538&3;93&4|7&4|181&4|151&4;313&5|288&2|1062&5|286&5|1024&5|294&2|127&5|333&5|245&3|307&3|690&5|538&3|93&4|7&4|181&4|151&4
98&4|64&4|181&3|151&1|429&4|154&3|168&5|248&3|276&4|302&3|346&4|289&2;65&5|56&5|175&4|197&5;98&4|64&4|181&3|151&1|429&4|154&3|168&5|248&3|276&4|302&3|346&4|289&2|65&5|56&5|175&4|197&5
470&4|685&3|64&4|588&3|746&4|48&4|527&4|742&4|79&5|694&5|427&5|28&5;710&3|151&2|254&2|660&4;470&4|685&3|64&4|588&3|746&4|48&4|527&4|742&4|79&5|694&5|427&5|28&5|710&3|151&2|254&2|660&4
319&4|8&5|202&4|153&4|313&2|310&4|288&3|382&3|258&4|268&2|294&3|211&4;4&4|210&3|435&5|692&3;319&4|8&5|202&4|153&4|313&2|310&4|288&3|382&3|258&4|268&2|294&3|211&4|4&4|210&3|435&5|692&3
71&3|15&5|212&4|207&5|103&1|123&4|184&4|41&2|121&4|202&5|91&5|115&5;111&5|100&5|270&5|241&4;71&3|15&5|212&4|207&5|103&1|123&4|184&4|41&2|121&4|202&5|91&5|115&5|111&5|100&5|270&5|241&4
953&3|625&3|94&2|735&3|1311&2|210&5|100&3|660&5|169&5|866&3|71&4|216&3;233&3|7&3|142&2|405&4;953&3|625&3|94&2|735&3|1311&2|210&5|100&3|660&5|169&5|866&3|71&4|216&3|233&3|7&3|142&2|405&4
428&4|210&5|12&5|181&5|408&5|121&3|127&2|186&4|14&3|175&5|762&3|655&5;603&4|507&4|50&5|588&4;428&4|210&5|12&5|181&5|408&5|121&3|127&2|186&4|14&3|175&5|762&3|655&5|603&4|507&4|50&5|588&4
872&3|331&3|245&2|294&3|332&2|324&2|319&3|327&2|326&2|288&3|286&4|292&3;325&2|748&2|323&2|322&2;872&3|331&3|245&2|294&3|332&2|324&2|319&3|327&2|326&2|288&3|286&4|292&3|325&2|748&2|323&2|322&2
272&5|288&1|315&3|748&5|311&4|300&5|326&5|328&3|313&5|751&5|243&3|289&2;877&3|323&4|873&5|332&5;272&5|288&1|315&3|748&5|311&4|300&5|326&5|328&3|313&5|751&5|243&3|289&2|877&3|323&4|873&5|332&5
748&3|178&4|56&1|239&3|326&2|282&3|215&2|16&3|173&3|1073&1|71&3|181&4;770&3|660&4|151&4|1456&4;748&3|178&4|56&1|239&3|326&2|282&3|215&2|16&3|173&3|1073&1|71&3|181&4|770&3|660&4|151&4|1456&4
191&5|1172&2|670&3|422&2|432&1|510&5|7&4|134&4|219&3|179&4|145&2|474&5;590&1|442&2|200&4|551&3;191&5|1172&2|670&3|422&2|432&1|510&5|7&4|134&4|219&3|179&4|145&2|474&5|590&1|442&2|200&4|551&3
284&4|240&3|413&3|118&1|568&4|597&3|7&4|411&3|66&4|825&4|1081&4|294&4;38&4|95&3|552&4|625&4;284&4|240&3|413&3|118&1|568&4|597&3|7&4|411&3|66&4|825&4|1081&4|294&4|38&4|95&3|552&4|625&4
665&3|192&4|174&5|769&3|65&2|452&3|79&3|234&5|228&3|121&4|559&3|2&4;402&3|739&3|825&2|38&3;665&3|192&4|174&5|769&3|65&2|452&3|79&3|234&5|228&3|121&4|559&3|2&4|402&3|739&3|825&2|38&3
11&5|173&4|326&4|50&5|288&3|931&2|747&3|250&5|7&5|176&2|100&4|474&4;183&4|157&1|56&4|923&4;11&5|173&4|326&4|50&5|288&3|931&2|747&3|250&5|7&5|176&2|100&4|474&4|183&4|157&1|56&4|923&4
322&4|243&5|300&5|875&5|988&3|304&3|1025&5|359&5|339&5|245&4|687&5|326&4;410&5|117&4|596&2|125&5;322&4|243&5|300&5|875&5|988&3|304&3|1025&5|359&5|339&5|245&4|687&5|326&4|410&5|117&4|596&2|125&5
122&3|1534&4|639&3|235&5|168&4|286&2|197&4|150&2|252&2|504&3|717&3|23&5;135&3|1268&5|334&5|332&3;122&3|1534&4|639&3|235&5|168&4|286&2|197&4|150&2|252&2|504&3|717&3|23&5|135&3|1268&5|334&5|332&3
614&5|432&3|271&5|31&4|98&4|511&5|1118&5|496&3|1267&3|580&5|59&4|748&3;417&4|72&4|1044&4|1439&2;614&5|432&3|271&5|31&4|98&4|511&5|1118&5|496&3|1267&3|580&5|59&4|748&3|417&4|72&4|1044&4|1439&2
346&3|325&1|258&1|751&3|250&2|222&4|323&3|313&5|298&4|343&2|288&3|324&1;246&2|268&2|380&3|1264&3;346&3|325&1|258&1|751&3|250&2|222&4|323&3|313&5|298&4|343&2|288&3|324&1|246&2|268&2|380&3|1264&3
892&1|328&4|313&5|331&3|300&3|333&5|326&4|1294&4|937&2|258&5|310&3|286&3;748&4|689&5|322&3|316&4;892&1|328&4|313&5|331&3|300&3|333&5|326&4|1294&4|937&2|258&5|310&3|286&3|748&4|689&5|322&3|316&4
129&5|748&4|148&4|294&5|678&4|358&5|288&5|245&5|1245&4|988&4|845&3|307&5;980&2|455&5|150&3|237&4;129&5|748&4|148&4|294&5|678&4|358&5|288&5|245&5|1245&4|988&4|845&3|307&5|980&2|455&5|150&3|237&4
271&5|282&5|181&5|1014&3|249&5|222&3|121&4|323&2|125&3|286&4|252&5|258&5;151&2|546&1|405&2|281&2;271&5|282&5|181&5|1014&3|249&5|222&3|121&4|323&2|125&3|286&4|252&5|258&5|151&2|546&1|405&2|281&2
181&4|127&3|257&4|1&4|596&4|713&4|124&3|25&5|676&2|475&3|250&3|7&3;151&5|106&2|291&2|928&3;181&4|127&3|257&4|1&4|596&4|713&4|124&3|25&5|676&2|475&3|250&3|7&3|151&5|106&2|291&2|928&3
156&3|485&4|56&3|357&4|174&5|51&4|276&2|173&5|588&2|82&4|11&4|203&3;746&3|404&5|1028&2|483&5;156&3|485&4|56&3|357&4|174&5|51&4|276&2|173&5|588&2|82&4|11&4|203&3|746&3|404&5|1028&2|483&5
475&4|340&4|270&4|257&4|109&4|1011&4|405&3|455&4|222&4|333&4|7&4|343&4;117&4|741&3|473&3|1016&4;475&4|340&4|270&4|257&4|109&4|1011&4|405&3|455&4|222&4|333&4|7&4|343&4|117&4|741&3|473&3|1016&4
211&4|1182&3|176&3|1206&5|1001&4|1028&4|514&4|464&4|1012&5|854&1|388&3|68&4;869&1|1288&4|228&4|1052&4;211&4|1182&3|176&3|1206&5|1001&4|1028&4|514&4|464&4|1012&5|854&1|388&3|68&4|869&1|1288&4|228&4|1052&4
1137&4|188&2|174&4|222&2|921&3|745&3|822&3|509&4|647&4|191&4|523&4|630&3;604&4|150&3|30&3|232&3;1137&4|188&2|174&4|222&2|921&3|745&3|822&3|509&4|647&4|191&4|523&4|630&3|604&4|150&3|30&3|232&3
28&4|168&3|603&3|615&2|265&5|98&4|629&4|1078&2|132&5|117&3|185&3|514&1;257&3|167&2|444&2|1157&2;28&4|168&3|603&3|615&2|265&5|98&4|629&4|1078&2|132&5|117&3|185&3|514&1|257&3|167&2|444&2|1157&2
223&4|537&4|481&5|464&2|189&3|100&5|59&5|340&2|166&4|98&5|474&5|523&5;485&5|208&4|274&4|200&3;223&4|537&4|481&5|464&2|189&3|100&5|59&5|340&2|166&4|98&5|474&5|523&5|485&5|208&4|274&4|200&3
55&3|151&3|294&3|1012&4|105&2|1047&5|7&3|25&4|147&4|1&4|1019&4|1011&4;403&3|179&3|208&3|28&4;55&3|151&3|294&3|1012&4|105&2|1047&5|7&3|25&4|147&4|1&4|1019&4|1011&4|403&3|179&3|208&3|28&4
447&3|100&4|669&3|288&4|53&4|234&3|559&3|667&2|443&3|675&3|184&3|219&4;441&2|565&3|590&2|635&2;447&3|100&4|669&3|288&4|53&4|234&3|559&3|667&2|443&3|675&3|184&3|219&4|441&2|565&3|590&2|635&2
656&5|168&4|605&4|507&5|520&4|1558&5|215&4|199&4|641&4|855&4|610&4|607&5;10&5|530&5|495&5|490&5;656&5|168&4|605&4|507&5|520&4|1558&5|215&4|199&4|641&4|855&4|610&4|607&5|10&5|530&5|495&5|490&5
651&4|286&5|427&4|327&1|886&1|475&3|288&4|98&3|750&3|938&1|655&4|690&5;56&2|87&1|204&3|650&3;651&4|286&5|427&4|327&1|886&1|475&3|288&4|98&3|750&3|938&1|655&4|690&5|56&2|87&1|204&3|650&3
358&1|316&1|258&2|344&5|886&1|340&4|937&2|875&1|311&5|312&3|303&1|315&1;302&5|286&4|896&4|269&4;358&1|316&1|258&2|344&5|886&1|340&4|937&2|875&1|311&5|312&3|303&1|315&1|302&5|286&4|896&4|269&4
234&5|471&4|405&4|151&4|1060&5|357&5|281&3|495&5|28&5|117&3|427&5|294&4;56&5|213&5|97&5|132&5;234&5|471&4|405&4|151&4|1060&5|357&5|281&3|495&5|28&5|117&3|427&5|294&4|56&5|213&5|97&5|132&5
874&3|879&4|328&5|97&4|327&2|880&3|878&3|1393&3|690&3|984&3|87&3|258&3;162&2|70&3|237&3|209&3;874&3|879&4|328&5|97&4|327&2|880&3|878&3|1393&3|690&3|984&3|87&3|258&3|162&2|70&3|237&3|209&3
872&3|332&3|334&2|289&4|988&3|288&3|873&2|319&4|302&4|321&4|322&3|268&4;325&3|880&4|301&3|304&4;872&3|332&3|334&2|289&4|988&3|288&3|873&2|319&4|302&4|321&4|322&3|268&4|325&3|880&4|301&3|304&4
100&4|1019&4|174&1|175&4|497&3|448&3|436&3|98&2|192&5|218&2|515&3|396&1;670&1|816&1|774&1|424&1;100&4|1019&4|174&1|175&4|497&3|448&3|436&3|98&2|192&5|218&2|515&3|396&1|670&1|816&1|774&1|424&1
246&5|763&5|285&5|19&5|306&5|906&5|258&5|325&5|283&4|262&5|50&4|116&5;276&3|1&4|370&2|676&3;246&5|763&5|285&5|19&5|306&5|906&5|258&5|325&5|283&4|262&5|50&4|116&5|276&3|1&4|370&2|676&3
288&4|328&3|361&5|359&5|354&5|300&5|357&4|50&5|360&5|356&3|362&5|327&5;260&4|358&2|11&4|264&3;288&4|328&3|361&5|359&5|354&5|300&5|357&4|50&5|360&5|356&3|362&5|327&5|260&4|358&2|11&4|264&3
150&3|208&2|317&4|687&2|905&4|12&5|340&4|603&5|347&3|204&5|300&3|245&2;1012&4|237&4|284&3|713&5;150&3|208&2|317&4|687&2|905&4|12&5|340&4|603&5|347&3|204&5|300&3|245&2|1012&4|237&4|284&3|713&5
325&4|333&5|823&4|1215&3|235&4|21&4|3&4|477&3|240&5|405&3|25&5|930&4;763&4|1327&2|820&3|597&5;325&4|333&5|823&4|1215&3|235&4|21&4|3&4|477&3|240&5|405&3|25&5|930&4|763&4|1327&2|820&3|597&5
286&3|187&3|462&4|242&4|661&4|835&4|923&3|59&1|199&3|479&5|483&5|1137&4;529&4|488&5|430&3|530&3;286&3|187&3|462&4|242&4|661&4|835&4|923&3|59&1|199&3|479&5|483&5|1137&4|529&4|488&5|430&3|530&3
962&4|606&4|704&4|631&4|1101&4|792&3|64&4|488&3|175&3|499&4|170&4|25&4;747&3|289&2|417&2|161&1;962&4|606&4|704&4|631&4|1101&4|792&3|64&4|488&3|175&3|499&4|170&4|25&4|747&3|289&2|417&2|161&1
823&3|591&4|495&5|286&4|277&4|1101&4|300&2|392&3|505&4|429&4|714&3|763&3;1&3|124&4|1046&4|625&3;823&3|591&4|495&5|286&4|277&4|1101&4|300&2|392&3|505&4|429&4|714&3|763&3|1&3|124&4|1046&4|625&3
751&3|307&4|313&3|301&5|340&4|319&3|258&4|333&3|262&4|300&3|304&4|345&4;748&3|539&2|289&3|344&4;751&3|307&4|313&3|301&5|340&4|319&3|258&4|333&3|262&4|300&3|304&4|345&4|748&3|539&2|289&3|344&4
578&4|421&3|73&3|230&4|501&3|206&2|554&4|144&4|678&3|483&5|684&5|820&3;720&4|542&5|998&3|139&2;578&4|421&3|73&3|230&4|501&3|206&2|554&4|144&4|678&3|483&5|684&5|820&3|720&4|542&5|998&3|139&2
50&4|1353&4|1367&5|100&5|813&5|181&3|222&3|9&5|269&3|844&5|1097&4|475&4;7&4|127&5|936&3|919&5;50&4|1353&4|1367&5|100&5|813&5|181&3|222&3|9&5|269&3|844&5|1097&4|475&4|7&4|127&5|936&3|919&5
690&4|173&4|234&3|197&4|531&4|655&4|246&4|204&4|508&1|475&5|56&5|302&5;22&3|269&3|127&3|178&5;690&4|173&4|234&3|197&4|531&4|655&4|246&4|204&4|508&1|475&5|56&5|302&5|22&3|269&3|127&3|178&5
823&2|614&3|418&4|515&4|472&2|234&4|1041&3|123&2|748&4|582&3|549&3|324&1;29&2|537&4|809&3|668&2;823&2|614&3|418&4|515&4|472&2|234&4|1041&3|123&2|748&4|582&3|549&3|324&1|29&2|537&4|809&3|668&2
275&5|304&3|237&3|222&2|181&3|137&5|14&5|748&3|125&3|284&3|100&4|50&4;931&2|471&2|405&3|121&3;275&5|304&3|237&3|222&2|181&3|137&5|14&5|748&3|125&3|284&3|100&4|50&4|931&2|471&2|405&3|121&3
117&4|717&3|763&4|596&3|1&3|300&5|13&1|237&3|748&5|410&1|273&3|250&5;111&3|328&5|151&3|471&4;117&4|717&3|763&4|596&3|1&3|300&5|13&1|237&3|748&5|410&1|273&3|250&5|111&3|328&5|151&3|471&4
310&4|872&3|286&5|315&4|995&4|306&4|302&5|906&4|262&4|313&3|311&5|896&5;902&4|749&3|316&4|898&4;310&4|872&3|286&5|315&4|995&4|306&4|302&5|906&4|262&4|313&3|311&5|896&5|902&4|749&3|316&4|898&4
151&5|222&4|538&5|269&4|514&3|628&2|319&3|194&4|288&5|313&5|286&3|100&4;198&5|191&4|216&3|205&4;151&5|222&4|538&5|269&4|514&3|628&2|319&3|194&4|288&5|313&5|286&3|100&4|198&5|191&4|216&3|205&4
184&1|475&4|64&5|234&3|748&2|474&5|223&4|258&4|196&4|44&4|111&4|742&3;81&4|271&4|340&4|328&3;184&1|475&4|64&5|234&3|748&2|474&5|223&4|258&4|196&4|44&4|111&4|742&3|81&4|271&4|340&4|328&3
286&5|240&1|310&4|294&3|25&4|300&4|302&3|678&2|242&5|898&5|269&5|690&5;1051&3|274&3|1028&1|871&1;286&5|240&1|310&4|294&3|25&4|300&4|302&3|678&2|242&5|898&5|269&5|690&5|1051&3|274&3|1028&1|871&1
299&1|302&5|311&4|346&5|887&2|344&5|347&4|896&3|305&4|906&2|750&5|272&5;300&5|886&4|350&4|324&3;299&1|302&5|311&4|346&5|887&2|344&5|347&4|896&3|305&4|906&2|750&5|272&5|300&5|886&4|350&4|324&3
766&3|312&3|358&4|237&4|628&1|1202&4|405&2|244&4|410&3|249&5|313&4|346&4;1129&5|1258&2|827&2|118&3;766&3|312&3|358&4|237&4|628&1|1202&4|405&2|244&4|410&3|249&5|313&4|346&4|1129&5|1258&2|827&2|118&3
127&4|1197&3|15&5|476&4|293&4|340&2|284&3|1016&4|255&3|243&1|9&4|273&3;742&3|922&3|292&3|595&2;127&4|1197&3|15&5|476&4|293&4|340&2|284&3|1016&4|255&3|243&1|9&4|273&3|742&3|922&3|292&3|595&2
902&5|523&3|660&5|250&4|286&5|310&4|582&5|50&5|194&4|431&3|628&4|181&4;169&5|204&4|191&4|357&3;902&5|523&3|660&5|250&4|286&5|310&4|582&5|50&5|194&4|431&3|628&4|181&4|169&5|204&4|191&4|357&3
427&5|86&3|323&3|322&2|183&5|199&4|98&4|64&5|294&4|245&3|289&1|194&4;15&5|924&4|9&2|100&5;427&5|86&3|323&3|322&2|183&5|199&4|98&4|64&5|294&4|245&3|289&1|194&4|15&5|924&4|9&2|100&5
242&5|259&2|690&4|339&3|688&1|300&3|269&5|264&2|289&3|303&4|271&2|990&2;305&5|243&1|260&3|245&4;242&5|259&2|690&4|339&3|688&1|300&3|269&5|264&2|289&3|303&4|271&2|990&2|305&5|243&1|260&3|245&4
1098&4|367&4|928&4|1215&3|154&4|233&4|144&4|111&4|1028&3|418&4|484&5|223&4;1139&3|219&5|268&4|77&3;1098&4|367&4|928&4|1215&3|154&4|233&4|144&4|111&4|1028&3|418&4|484&5|223&4|1139&3|219&5|268&4|77&3
449&4|588&4|798&2|519&5|391&3|154&5|663&5|322&3|184&1|258&4|157&3|480&3;733&5|778&3|155&2|442&1;449&4|588&4|798&2|519&5|391&3|154&5|663&5|322&3|184&1|258&4|157&3|480&3|733&5|778&3|155&2|442&1
297&5|222&3|268&4|744&5|286&4|246&4|100&5|242&3|460&3|303&5|1176&4|307&4;150&4|676&4|127&5|458&4;297&5|222&3|268&4|744&5|286&4|246&4|100&5|242&3|460&3|303&5|1176&4|307&4|150&4|676&4|127&5|458&4
345&5|305&4|272&4|302&3|310&3|270&2|344&5|312&3|300&4|887&4|315&5|313&4;333&4|690&3|264&4|245&3;345&5|305&4|272&4|302&3|310&3|270&2|344&5|312&3|300&4|887&4|315&5|313&4|333&4|690&3|264&4|245&3
1019&4|277&3|151&3|458&3|508&3|89&5|288&4|1265&3|275&4|847&4|127&5|222&4;864&3|118&3|278&1|1171&3;1019&4|277&3|151&3|458&3|508&3|89&5|288&4|1265&3|275&4|847&4|127&5|222&4|864&3|118&3|278&1|1171&3
100&4|126&3|50&3|319&3|127&4|292&3|237&3|276&3|15&4|988&2|14&4|19&3;199&4|242&4|286&3|269&4;100&4|126&3|50&3|319&3|127&4|292&3|237&3|276&3|15&4|988&2|14&4|19&3|199&4|242&4|286&3|269&4
294&3|253&5|50&3|257&3|324&3|748&2|1278&1|246&4|248&4|993&4|286&4|255&1;1388&5|532&4|127&4|515&5;294&3|253&5|50&3|257&3|324&3|748&2|1278&1|246&4|248&4|993&4|286&4|255&1|1388&5|532&4|127&4|515&5
93&4|50&5|278&2|291&4|14&4|475&5|319&4|235&4|324&4|150&3|13&4|181&5;221&4|628&4|410&4|121&2;93&4|50&5|278&2|291&4|14&4|475&5|319&4|235&4|324&4|150&3|13&4|181&5|221&4|628&4|410&4|121&2
209&2|655&3|168&2|659&5|938&3|210&4|321&3|523&5|152&3|173&1|988&1|211&4;88&3|502&2|629&5|116&5;209&2|655&3|168&2|659&5|938&3|210&4|321&3|523&5|152&3|173&1|988&1|211&4|88&3|502&2|629&5|116&5
405&3|96&4|480&3|527&2|168&4|120&1|603&3|173&5|216&3|47&2|235&1|1204&3;77&4|174&4|66&3|474&4;405&3|96&4|480&3|527&2|168&4|120&1|603&3|173&5|216&3|47&2|235&1|1204&3|77&4|174&4|66&3|474&4
327&5|70&5|123&5|295&5|244&3|402&5|155&5|736&5|781&5|50&5|747&5|77&2;145&3|928&4|447&4|860&5;327&5|70&5|123&5|295&5|244&3|402&5|155&5|736&5|781&5|50&5|747&5|77&2|145&3|928&4|447&4|860&5
281&3|659&5|79&5|603&3|484&4|269&5|134&5|124&5|654&5|582&5|283&5|526&3;900&5|182&3|211&5|1009&2;281&3|659&5|79&5|603&3|484&4|269&5|134&5|124&5|654&5|582&5|283&5|526&3|900&5|182&3|211&5|1009&2
1147&4|651&5|739&3|69&4|85&3|1046&4|8&4|133&4|317&5|728&3|125&4|151&4;5&4|665&4|65&5|402&4;1147&4|651&5|739&3|69&4|85&3|1046&4|8&4|133&4|317&5|728&3|125&4|151&4|5&4|665&4|65&5|402&4
866&2|153&4|144&3|492&4|168&4|1132&3|186&2|137&4|116&4|11&4|284&3|301&4;1071&3|603&4|433&3|529&5;866&2|153&4|144&3|492&4|168&4|1132&3|186&2|137&4|116&4|11&4|284&3|301&4|1071&3|603&4|433&3|529&5
319&3|904&5|301&4|300&3|750&2|321&1|880&3|313&3|690&4|302&3|286&5|354&5;1191&5|261&5|881&5|326&5;319&3|904&5|301&4|300&3|750&2|321&1|880&3|313&3|690&4|302&3|286&5|354&5|1191&5|261&5|881&5|326&5
950&3|249&2|149&2|845&3|473&4|1007&3|270&3|985&1|13&3|286&4|690&4|126&4;864&3|926&1|887&5|103&1;950&3|249&2|149&2|845&3|473&4|1007&3|270&3|985&1|13&3|286&4|690&4|126&4|864&3|926&1|887&5|103&1
678&3|405&3|268&5|890&1|327&3|258&5|846&4|260&1|245&4|274&4|269&5|995&5;50&4|293&5|250&1|1011&4;678&3|405&3|268&5|890&1|327&3|258&5|846&4|260&1|245&4|274&4|269&5|995&5|50&4|293&5|250&1|1011&4
313&3|216&3|750&5|258&4|97&5|172&5|100&4|231&4|924&4|300&3|1&5|515&4;1060&2|288&2|15&3|739&3;313&3|216&3|750&5|258&4|97&5|172&5|100&4|231&4|924&4|300&3|1&5|515&4|1060&2|288&2|15&3|739&3
184&5|996&1|290&5|89&5|648&4|780&1|376&3|688&1|208&5|456&1|871&3|988&1;250&5|53&3|840&4|665&1;184&5|996&1|290&5|89&5|648&4|780&1|376&3|688&1|208&5|456&1|871&3|988&1|250&5|53&3|840&4|665&1
13&3|179&3|184&3|511&3|1099&2|90&3|919&3|82&3|222&3|151&4|294&2|176&3;24&5|216&5|625&3|181&5;13&3|179&3|184&3|511&3|1099&2|90&3|919&3|82&3|222&3|151&4|294&2|176&3|24&5|216&5|625&3|181&5
272&5|748&3|245&4|289&4|879&3|288&5|269&5|302&5|307&4|242&5|898&5|895&5;343&3|349&1|353&1|873&2;272&5|748&3|245&4|289&4|879&3|288&5|269&5|302&5|307&4|242&5|898&5|895&5|343&3|349&1|353&1|873&2
192&2|39&3|193&4|673&4|12&4|735&4|1311&1|660&3|1232&2|144&4|23&4|632&5;506&2|216&4|432&4|484&3;192&2|39&3|193&4|673&4|12&4|735&4|1311&1|660&3|1232&2|144&4|23&4|632&5|506&2|216&4|432&4|484&3
768&3|385&5|95&5|1240&5|678&4|127&5|432&3|172&5|1&4|511&3|99&3|184&3;586&4|810&3|1228&3|771&3;768&3|385&5|95&5|1240&5|678&4|127&5|432&3|172&5|1&4|511&3|99&3|184&3|586&4|810&3|1228&3|771&3
480&4|169&5|182&1|509&4|652&3|24&4|191&4|56&4|408&5|209&3|513&3|527&4;596&3|370&3|1117&3|813&4;480&4|169&5|182&1|509&4|652&3|24&4|191&4|56&4|408&5|209&3|513&3|527&4|596&3|370&3|1117&3|813&4
234&4|288&2|98&4|678&2|211&4|197&2|651&5|1050&4|493&3|328&4|164&3|243&3;210&4|70&3|228&4|724&3;234&4|288&2|98&4|678&2|211&4|197&2|651&5|1050&4|493&3|328&4|164&3|243&3|210&4|70&3|228&4|724&3
924&2|248&3|625&3|365&4|217&2|15&5|742&4|204&4|151&3|117&4|208&3|88&4;585&2|728&2|781&3|734&3;924&2|248&3|625&3|365&4|217&2|15&5|742&4|204&4|151&3|117&4|208&3|88&4|585&2|728&2|781&3|734&3
288&4|311&4|310&5|750&5|301&3|294&4|896&5|258&2|895&3|345&4|269&4|292&4;528&5|242&4|323&2|322&4;288&4|311&4|310&5|750&5|301&3|294&4|896&5|258&2|895&3|345&4|269&4|292&4|528&5|242&4|323&2|322&4
302&4|315&5|286&4|343&3|270&3|751&3|313&5|331&4|754&3|891&3|307&3|300&4;86&5|288&3|896&3|328&3;302&4|315&5|286&4|343&3|270&3|751&3|313&5|331&4|754&3|891&3|307&3|300&4|86&5|288&3|896&3|328&3
56&5|565&1|984&1|322&2|5&2|264&2|447&3|234&5|569&1|100&3|748&1|53&3;825&1|281&1|1034&1|829&1;56&5|565&1|984&1|322&2|5&2|264&2|447&3|234&5|569&1|100&3|748&1|53&3|825&1|281&1|1034&1|829&1
303&4|459&4|269&3|14&4|313&4|245&4|471&3|310&3|111&3|293&4|1022&1|678&3;275&5|300&5|220&3|272&5;303&4|459&4|269&3|14&4|313&4|245&4|471&3|310&3|111&3|293&4|1022&1|678&3|275&5|300&5|220&3|272&5
405&4|223&4|1230&1|11&4|461&4|260&3|928&3|357&5|1188&4|93&5|46&3|24&3;993&2|158&3|1037&3|1508&1;405&4|223&4|1230&1|11&4|461&4|260&3|928&3|357&5|1188&4|93&5|46&3|24&3|993&2|158&3|1037&3|1508&1
64&5|323&2|243&1|479&5|294&2|127&5|268&4|288&4|173&3|324&4|321&4|178&5;603&5|482&5|520&5|481&5;64&5|323&2|243&1|479&5|294&2|127&5|268&4|288&4|173&3|324&4|321&4|178&5|603&5|482&5|520&5|481&5
134&4|50&5|141&4|968&4|615&5|568&4|692&4|125&5|612&4|527&4|114&5|176&4;477&4|1&5|181&5|455&4;134&4|50&5|141&4|968&4|615&5|568&4|692&4|125&5|612&4|527&4|114&5|176&4|477&4|1&5|181&5|455&4
332&4|872&3|1067&3|1086&3|411&3|1017&2|895&4|1245&4|471&3|111&3|864&3|985&3;127&5|11&5|187&5|23&4;332&4|872&3|1067&3|1086&3|411&3|1017&2|895&4|1245&4|471&3|111&3|864&3|985&3|127&5|11&5|187&5|23&4
495&2|528&4|657&4|69&4|275&4|134&4|183&3|211&5|479&4|513&4|276&3|179&4;654&4|216&4|185&3|205&3;495&2|528&4|657&4|69&4|275&4|134&4|183&3|211&5|479&4|513&4|276&3|179&4|654&4|216&4|185&3|205&3
210&5|161&4|448&4|403&4|845&4|8&5|83&5|1047&2|11&4|559&4|147&5|137&5;417&4|825&5|366&4|1030&2;210&5|161&4|448&4|403&4|845&4|8&5|83&5|1047&2|11&4|559&4|147&5|137&5|417&4|825&5|366&4|1030&2
153&3|429&5|449&2|447&3|670&4|271&4|222&5|286&3|218&3|89&4|609&3|174&5;573&4|441&2|323&3|567&4;153&3|429&5|449&2|447&3|670&4|271&4|222&5|286&3|218&3|89&4|609&3|174&5|573&4|441&2|323&3|567&4
